_id,DishImage,DishName,Calories,Protein,Carbohydrates,Fat,Fiber,Sodium,Iron,Calcium,Sugar,__v,QuantityRequired,nutritionId,selected,type,time
680534f0d035d501d3d0fb7b,https://drive.google.com/uc?id=1wPqs8u_AQqRCmqQUHMb405omf2hFYTfa,Spaghetti and cheese balls in tomato sauce,508.32,2.41,0,0,0,0,0,0,0,0,100 g,123,,,
680534f0d035d501d3d0fb7c,https://drive.google.com/uc?id=15ys4DA5i_5YzUkEDVluZzHrefbdSrCXp,Penne platter,177.4,5.04,0,0,0,0,0,0,0,0,100 g,124,,,
680534f0d035d501d3d0fb7d,https://drive.google.com/uc?id=1H6rcQMv4PYi--iqIrZvQs13M_Nn3Y6e6,Pasta hot pot,125.17,5.84,0,0,0,0,0,0,0,0,100 g,125,,,
680534f0d035d501d3d0fb7e,https://drive.google.com/uc?id=1j-HUaBvc-OM-zjjAm-N6WR3rtuZDo9HB,Chicken lasagne,187.49,10.45,0,0,0,0,0,0,0,0,100 g,126,,,
680534f0d035d501d3d0fb7f,https://drive.google.com/uc?id=1lUb-YjQMo06sJcQm-gPwK_WU7YyXT5Ks,Fettuccine with spinach sauce,129.21,3.1,0,0,0,0,0,0,0,0,100 g,127,,,
680534f0d035d501d3d0fb80,https://drive.google.com/uc?id=1z8m05h4MH2amq72TBIrSPgIO4MyLKa6A,Naan,286.45,8.05,0,0,0,0,0,0,0,0,100 g,128,,,
680534f0d035d501d3d0fb81,https://drive.google.com/uc?id=1dh1rhkFV3DUTYNgkJrNdS448MSIPOZGg,Bhatura,793.2,1.63,0,0,0,0,0,0,0,0,100 g,129,,,
680534f0d035d501d3d0fb82,https://drive.google.com/uc?id=1fW0WwKZRfw3Vuytr9SelRHlumjUNyOBV,Idli,137.54,4.64,0,0,0,0,0,0,0,0,100 g,130,,,
680534f0d035d501d3d0fb83,https://drive.google.com/uc?id=1Zb5q27DEznO4x914ydsgfOaRPXZkPnq5,Masala dosa,164.58,3.29,0,0,0,0,0,0,0,0,100 g,131,,,
680534f0d035d501d3d0fb84,https://drive.google.com/uc?id=1eXOso5XcjHbPoCxy5nRJwkJ5BWEfOWxE,Semolina dosa (Suji/Rava dosa),227.05,7.3,0,0,0,0,0,0,0,0,100 g,132,,,
680534f0d035d501d3d0fb85,https://drive.google.com/uc?id=1JpCkomw5vL6_IMP0NCDp9jngGCghw1oj,Onion tomato uttapam,462.02,1.91,0,0,0,0,0,0,0,0,100 g,133,,,
680534f0d035d501d3d0fb86,https://drive.google.com/uc?id=18hSskBZwgnkz51CITVWgaQkMu5GUKfak,Paneer kaathi roll,285.94,6.92,0,0,0,0,0,0,0,0,100 g,134,,,
680534f0d035d501d3d0fb87,https://drive.google.com/uc?id=1bk4vtP9k4i6J2xnpq5C_ayrwZAFioqzA,Makki ki roti,263.97,3.49,0,0,0,0,0,0,0,0,100 g,135,,,
680534f0d035d501d3d0fb88,https://drive.google.com/uc?id=1kqFhokroMwjhiANnYAaaI8kSbI806shd,Washed moong dal (Dhuli moong ki dal),50,2.68,0,0,0,0,0,0,0,0,100 g,136,,,
680534f0d035d501d3d0fb89,https://drive.google.com/uc?id=18ALskgO9bWJHRlZr_3P-Ay_gFSxiu6NT,Washed urad dal (Dhuli urad ki dal),61.32,2.51,0,0,0,0,0,0,0,0,100 g,137,,,
680534f0d035d501d3d0fb8a,https://drive.google.com/uc?id=1CXcprWc2G5mmLcRiSqaElfX13RN0431F,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),73.25,2.79,0,0,0,0,0,0,0,0,100 g,138,,,
680534f0d035d501d3d0fb8b,https://drive.google.com/uc?id=1rVhjEOz1Gb2rfcdcQAmABGrEv9CERYzj,Dry washed urad,124.71,6.85,0,0,0,0,0,0,0,0,100 g,139,,,
680534f0d035d501d3d0fb8c,https://drive.google.com/uc?id=1aH383fBUnNdKqn30yJVbU28p9rjHdHjP,Mixed dal,61.93,2.51,0,0,0,0,0,0,0,0,100 g,140,,,
680534f0d035d501d3d0fb8d,https://drive.google.com/uc?id=1JLEBVVtsG0PP_P6V7dZPhV5DpwJtFEYF,Whole moong (Moong ki dal),53.7,2.25,0,0,0,0,0,0,0,0,100 g,141,,,
680534f0d035d501d3d0fb8e,https://drive.google.com/uc?id=1tWmJ7IArCOC9G_it_Va5f8PsjYNiYW2R,Whole masoor (Masoor ki dal),54.05,2.28,0,0,0,0,0,0,0,0,100 g,142,,,
680534f0d035d501d3d0fb8f,https://drive.google.com/uc?id=1ZR0z2hmSnOdt1muuj-B3sPclZYFmPyJm,Whole moth (Moth ki dal),55,2.01,0,0,0,0,0,0,0,0,100 g,143,,,
680534f0d035d501d3d0fb90,https://drive.google.com/uc?id=1NQcDUNl6Lj_0SN2U3B_5R2VXM9uXUOtr,Whole urad (Urad ki dal),53.8,2.21,0,0,0,0,0,0,0,0,100 g,144,,,
680534f0d035d501d3d0fb91,https://drive.google.com/uc?id=1FO3pWmU-id7FrMC9bGbrjLqKhJdHno4_,Moti mahal dal (Urad rajmah mix dal),103.13,3.93,0,0,0,0,0,0,0,0,100 g,145,,,
680534f0d035d501d3d0fb92,https://drive.google.com/uc?id=1P2-SL1hbiRXWBag_QW8qx-GdCPZiHjTV,Black channa curry/Bengal gram curry (Kale chane ki curry),140.68,5.67,0,0,0,0,0,0,0,0,100 g,146,,,
680534f0d035d501d3d0fb93,https://drive.google.com/uc?id=1iBy_4AiicukW1hqUp-KOXi_BkIHDBVAG,Chickpeas curry (Safed channa curry),163.43,6.1,0,0,0,0,0,0,0,0,100 g,147,,,
680534f0d035d501d3d0fb94,https://drive.google.com/uc?id=1Z2h6nJVDQxqOYzYucb7lku3xh2SSDV9y,Lobia curry,148.99,6.06,0,0,0,0,0,0,0,0,100 g,148,,,
680534f0d035d501d3d0fb95,https://drive.google.com/uc?id=1ZkHCDw1Ytw8odahs0bnwYp6XBuI5Q6QI,Soyabean curry,163.28,10.43,0,0,0,0,0,0,0,0,100 g,149,,,
680534f0d035d501d3d0fb96,https://drive.google.com/uc?id=1yoAHpRQVcFu0EOE-oUbEr4XDMEUYvNgf,Kidney bean curry (Rajmah curry),143.73,5.95,0,0,0,0,0,0,0,0,100 g,150,,,
680534f0d035d501d3d0fb97,https://drive.google.com/uc?id=12yxxsalnpgea6dmgrEuZiUbT1E8ilj99,Sambar,96.92,3.35,0,0,0,0,0,0,0,0,100 g,151,,,
680534f0d035d501d3d0fb98,https://drive.google.com/uc?id=1mplONuLFnWYVmu2scF6K8rxiGzBXhris,Besan kadhi with pakodies,403.35,1.64,0,0,0,0,0,0,0,0,100 g,152,,,
680534f0d035d501d3d0fb99,https://drive.google.com/uc?id=1WWJoAVAlpN1GHOuZNzy6PmGlKPRuF-9B,Khatta channa,202.57,6.3,0,0,0,0,0,0,0,0,100 g,153,,,
680534f0d035d501d3d0fb9a,https://drive.google.com/uc?id=1FEaBA7vKVgwZXR99n5W1K3Fr5HnFnFIf,Sprouted moong dal chat,32.47,1.35,0,0,0,0,0,0,0,0,100 g,154,,,
680534f0d035d501d3d0fb9b,https://drive.google.com/uc?id=1nh6V-vvwjhulBy3itZoIzS1gZKwFsBkc,Potato cauliflower (Aloo gobhi),106.18,1.9,0,0,0,0,0,0,0,0,100 g,155,,,
680534f0d035d501d3d0fb9c,https://drive.google.com/uc?id=1Rett1NZQyUHnr9G0Bq6FUEepVmtTi6Bt,Potato capsicum (Shimla mirch aloo),125.53,1.41,0,0,0,0,0,0,0,0,100 g,156,,,
680534f0d035d501d3d0fb9d,https://drive.google.com/uc?id=1B0bGcnbEyzu3fhVP5wzz-J07MExm_QPW,Cabbage and peas (Pattagobhi aur matar),63.88,3.24,0,0,0,0,0,0,0,0,100 g,157,,,
680534f0d035d501d3d0fb9e,https://drive.google.com/uc?id=18cLJrGwsl3OfGm0ZaRDEft_hCSNao92t,Carrot and fenugreek leaves (Gajar methi),61.92,2.1,0,0,0,0,0,0,0,0,100 g,158,,,
680534f0d035d501d3d0fb9f,https://drive.google.com/uc?id=1S1v3ZBz2SuMjKHtPjXJrChOHG4DH1m7s,Potato fenugreek (Aloo methi),135.15,2.25,0,0,0,0,0,0,0,0,100 g,159,,,
680534f0d035d501d3d0fba0,https://drive.google.com/uc?id=1zho8YLSy8rrdfcWfl6G0NDUN5aiGz1dr,Brinjal bhartha (Baingan ka bhartha),65.12,1.38,0,0,0,0,0,0,0,0,100 g,160,,,
680534f0d035d501d3d0fba1,https://drive.google.com/uc?id=1fXTHnTCVQPg3Nf3Kw_w8gHIz9lS2pon4,Dry potato (Sookhe aloo),103.15,1.62,0,0,0,0,0,0,0,0,100 g,161,,,
680534f0d035d501d3d0fba2,https://drive.google.com/uc?id=1XZ_F6IeDdPF4cE-U-ECdVooqcyG__uxm,Beans with coconut (Nariyal aur sem/phali; Beans thoran),131.63,2.62,0,0,0,0,0,0,0,0,100 g,162,,,
680534f0d035d501d3d0fba3,https://drive.google.com/uc?id=1L_nJm0ahbwuh8qdweWVecjKBmuD-WTqf,Cauliflower with coconut (Nariyal ke saath phoolgobhi),132.11,2.64,0,0,0,0,0,0,0,0,100 g,163,,,
680534f0d035d501d3d0fba4,https://drive.google.com/uc?id=1fGnMggEOCfETt6mA3PFASpWrUDKyZNyc,Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),106.61,1.82,0,0,0,0,0,0,0,0,100 g,164,,,
680534f0d035d501d3d0fba5,https://drive.google.com/uc?id=1yT9bvlgrxNnrdOq0sADgMUzHY6EkOCxz,Raw turnip with coconut,132.15,1.8,0,0,0,0,0,0,0,0,100 g,165,,,
680534f0d035d501d3d0fba6,https://drive.google.com/uc?id=1v-u8aGcb-1nwdyLqk6S085FVifIQlly1,Raw papaya with coconut (Papaya thoran),132.75,1.54,0,0,0,0,0,0,0,0,100 g,166,,,
680534f0d035d501d3d0fba7,https://drive.google.com/uc?id=1anBh2vexqfEWIXQKKw1QFtTPXdiGy9Zc,Stuffed okra (Bharwa bhindi),94.34,2.08,0,0,0,0,0,0,0,0,100 g,167,,,
680534f0d035d501d3d0fba8,https://drive.google.com/uc?id=17f83hNvBH30_1EzHgAkzeX4uS4KBqY4a,Stuffed round gourd (Bharwa tinde),72.8,1.1,0,0,0,0,0,0,0,0,100 g,168,,,
680534f0d035d501d3d0fba9,https://drive.google.com/uc?id=1f5jMDy_ssut8rGl7MNCYCq6tP6Z-SX9E,Stuffed capsicum (Bharwa shimla mirch),90.94,1.34,0,0,0,0,0,0,0,0,100 g,169,,,
680534f0d035d501d3d0fbaa,https://drive.google.com/uc?id=1pqywz7jeN5y9OzCbJkypWXSpAtnooMFs,Stuffed brinjal (Bharwa baingan),93,1.53,0,0,0,0,0,0,0,0,100 g,170,,,
680534f0d035d501d3d0fbab,https://drive.google.com/uc?id=171TusrofDM8ugkeIlU0dkOwjEWpOC4ff,Stuffed tomatoes (Bharwa tamatar),93.35,3.28,0,0,0,0,0,0,0,0,100 g,171,,,
680534f0d035d501d3d0fbac,https://drive.google.com/uc?id=1Mk8aCockIDgN8o8KUou0ZrPJMF1FbQDT,Pea potato curry (Aloo matar),100.92,3.48,0,0,0,0,0,0,0,0,100 g,172,,,
680534f0d035d501d3d0fbad,https://drive.google.com/uc?id=1Bir57YFliTTl_n2O3XDA9sdiYFmhpc47,Pea paneer curry (Matar paneer),134.83,6.61,0,0,0,0,0,0,0,0,100 g,173,,,
680534f0d035d501d3d0fbae,https://drive.google.com/uc?id=1q8qCjBgAmqCZ-l-h0fEDzW7wdJdWnsOH,Pea mushroom curry (Matar mushroom),93.3,3.87,0,0,0,0,0,0,0,0,100 g,174,,,
680534f0d035d501d3d0fbaf,https://drive.google.com/uc?id=1BYw1M8jM4-ESF9EqOCkZfRYgWfdltFj6,Pea curry (Matar ki sabzi),102.99,4.51,0,0,0,0,0,0,0,0,100 g,175,,,
680534f0d035d501d3d0fbb0,https://drive.google.com/uc?id=1FCULcCTEa6QKkBO7NQBJNDGdb2Czyy5k,Pea vadi curry,101.95,4.64,0,0,0,0,0,0,0,0,100 g,176,,,
680534f0d035d501d3d0fbb1,https://drive.google.com/uc?id=1ZUTuJlTA_gX7OnKXdt00t7Oc7pfPt-dy,Paneer curry,176.52,7.8,0,0,0,0,0,0,0,0,100 g,177,,,
680534f0d035d501d3d0fbb2,https://drive.google.com/uc?id=1Vmz1xKLlj87ZphVbOKBw15UPmhF0rcWb,Lotus stem curry (Kamal kakdi curry),110.34,1.53,0,0,0,0,0,0,0,0,100 g,178,,,
680534f0d035d501d3d0fbb3,https://drive.google.com/uc?id=1VQjZO2btjwpHDDlLz2s62GGp7puLYALi,Gravy for kofta,125.59,1.75,0,0,0,0,0,0,0,0,100 g,179,,,
680534f0d035d501d3d0fbb4,https://drive.google.com/uc?id=15FSi1xIoShxSNcPQ-c9hwh4D2tHayxZ5,Pea kofta curry (Matar kofta curry),595.66,2.01,0,0,0,0,0,0,0,0,100 g,180,,,
680534f0d035d501d3d0fbb5,https://drive.google.com/uc?id=14vJfnzSTHoLICNeMvCS0FGFsXcAJQ42F,Spinach kofta curry (Palak kofta curry),571.78,1.09,0,0,0,0,0,0,0,0,100 g,181,,,
680534f0d035d501d3d0fbb6,https://drive.google.com/uc?id=1gYDXp3Vozgo4EBQwXfVdnAsuk-HoCRMj,Paneer kofta curry,670.91,2.39,0,0,0,0,0,0,0,0,100 g,182,,,
680534f0d035d501d3d0fbb7,https://drive.google.com/uc?id=1bErabOr_hOIDUx_v1niF6_ZCuVN7oFK_,Lotus stem kofta curry (Kamal kakdi kofta curry),633.56,0.96,0,0,0,0,0,0,0,0,100 g,183,,,
680534f0d035d501d3d0fbb8,https://drive.google.com/uc?id=19_aY92dDCjvHTH3g-F31O-WezzfAZ9VV,Raw banana kofta curry (Kela kofta curry),627.27,0.62,0,0,0,0,0,0,0,0,100 g,184,,,
680534f0d035d501d3d0fbb9,https://drive.google.com/uc?id=1Qeyo31Qz8mNW-7NdE6MVWlpqsCsuMany,Cauliflower kofta curry (Phoolgobhi kofta curry),641.1,1.04,0,0,0,0,0,0,0,0,100 g,185,,,
680534f0d035d501d3d0fbba,https://drive.google.com/uc?id=1RkDKA9IxjfYQ9oJDwcGM73YanQNVzC8c,Cabbage kofta curry (Pattagobhi kofta curry),639.81,0.98,0,0,0,0,0,0,0,0,100 g,186,,,
680534f0d035d501d3d0fbbb,https://drive.google.com/uc?id=1v_TczhB3E23LprdPC3hGEroW9sIPVebW,Ghiya/Lauki Kofta Curry,638.71,0.89,0,0,0,0,0,0,0,0,100 g,187,,,
680534f0d035d501d3d0fbbc,https://drive.google.com/uc?id=1H7cP1tNECpffDHumpm_41-E4Li400Rfx,Spinach paneer kofta curry (Palak paneer kofta curry),606.03,1.43,0,0,0,0,0,0,0,0,100 g,188,,,
680534f0d035d501d3d0fbbd,https://drive.google.com/uc?id=1g5xxziWDP7gfXhzw9ZMgqPLf4RAHuRt3,Vegetarian egg kofta curry,627.41,1.33,0,0,0,0,0,0,0,0,100 g,189,,,
680534f0d035d501d3d0fbbe,https://drive.google.com/uc?id=1g4f5QaYrs3dKD44pgWb7UyzyJg08UAV0,Baked vegetables,88.99,3.67,0,0,0,0,0,0,0,0,100 g,190,,,
680534f0d035d501d3d0fbbf,https://drive.google.com/uc?id=1phhu5HSmvQhgKyyhCoHIx1n_nWfbGIte,Cauliflower musallam (Phoolgobhi musallam),58.83,1.89,0,0,0,0,0,0,0,0,100 g,191,,,
680534f0d035d501d3d0fbc0,https://drive.google.com/uc?id=12CWcKcB94wyu0mA2TrqnlTHt7oMaN2IL,Baked vegetables with spinach,77.79,3.22,0,0,0,0,0,0,0,0,100 g,192,,,
680534f0d035d501d3d0fbc1,https://drive.google.com/uc?id=1qaIVBfGKVG2uZ__52Xl0P6sBeSCyO45r,Baked potato with skin,135.77,3.43,0,0,0,0,0,0,0,0,100 g,193,,,
680534f0d035d501d3d0fbc2,https://drive.google.com/uc?id=16dGUsMob-Ka-zuI5krpENa-GkZybo0Ug,Shepherd's pie (vegetarian),135.63,5.04,0,0,0,0,0,0,0,0,100 g,194,,,
680534f0d035d501d3d0fbc3,https://drive.google.com/uc?id=14LgS70ZbTFc_mp878Lr00Sb0vXzV8DVo,Baked brinjal in tomato sauce,38.63,1.58,0,0,0,0,0,0,0,0,100 g,195,,,
680534f0d035d501d3d0fbc4,https://drive.google.com/uc?id=1SWkjfEUWGig5rmWlmsZ429S6FKbHtcYo,Dum aloo,682.33,0.7,0,0,0,0,0,0,0,0,100 g,196,,,
680534f0d035d501d3d0fbc5,https://drive.google.com/uc?id=1blB5t6i0FS_lJiC2_EpKGT8koZtWx6HY,Spinach paneer (Palak paneer),77.68,4.03,0,0,0,0,0,0,0,0,100 g,197,,,
680534f0d035d501d3d0fbc6,https://drive.google.com/uc?id=1uzI6_3sxsiVcSyjeFOB1htbipI-wdzgb,Methi chaman,475.62,1.54,0,0,0,0,0,0,0,0,100 g,198,,,
680534f0d035d501d3d0fbc7,https://drive.google.com/uc?id=1H_SDq7yYR1CERRGmWCmmLzfGWW_DHTwd,Sarson ka saag,87.84,3,0,0,0,0,0,0,0,0,100 g,199,,,
680534f0d035d501d3d0fbc8,https://drive.google.com/uc?id=12a-I9ci1PUDb2d1kAK9wgp42ie4WRvUM,Jackfruit sabzi (Kathal ki sabzi),625.4,0.69,0,0,0,0,0,0,0,0,100 g,200,,,
680534f0d035d501d3d0fbc9,https://drive.google.com/uc?id=1aei02VN_PA3Jh-QVqS2gDWOaBtY0q9nO,Avial,124.56,2.46,0,0,0,0,0,0,0,0,100 g,201,,,
680534f0d035d501d3d0fbca,https://drive.google.com/uc?id=13zOPJcHlv85ZyKm1UQyq-Pc5-S1EDMci,Al yakhani,147.54,2.86,0,0,0,0,0,0,0,0,100 g,202,,,
680534f0d035d501d3d0fbcb,https://drive.google.com/uc?id=1yRTLdlF6OrIn9LIN0Pxe9g_PCPPmtESW,Shahi paneer,156.5,5.06,0,0,0,0,0,0,0,0,100 g,203,,,
680534f0d035d501d3d0fbcc,https://drive.google.com/uc?id=1UNfpishECDKD9o64yIlKs-QHaQGZrl-L,Paneer in butter sauce,145.61,6.99,0,0,0,0,0,0,0,0,100 g,204,,,
680534f0d035d501d3d0fbcd,https://drive.google.com/uc?id=1lJF50RHK3kKjIeQBbTWooKPbSr1Fzq4J,Methi malai paneer,194.98,7.34,0,0,0,0,0,0,0,0,100 g,205,,,
680534f0d035d501d3d0fbce,https://drive.google.com/uc?id=1Zc25HioCVmSDm2Cwd0XtRZNfp6v7vTIo,Chilli paneer,777.51,2.1,0,0,0,0,0,0,0,0,100 g,206,,,
680534f0d035d501d3d0fbcf,https://drive.google.com/uc?id=1hAI61OvV0_A0cfqzY9zCepSBfB3hLH0a,Paneer makhana korma,775.82,3.24,0,0,0,0,0,0,0,0,100 g,207,,,
680534f0d035d501d3d0fbd0,https://drive.google.com/uc?id=1FmtCfzb5sKd25lwy03TN2cDLrX_SnHF6,Kadhai Paneer,107.99,4.33,0,0,0,0,0,0,0,0,100 g,208,,,
680534f0d035d501d3d0fbd1,https://drive.google.com/uc?id=1y0rV4UtUkQT1sb-EvmHQK2yzb6VRCZre,Roghan josh,139.59,9.56,0,0,0,0,0,0,0,0,100 g,209,,,
680534f0d035d501d3d0fbd2,https://drive.google.com/uc?id=1D9JUDD-EP4-ISlIuOwPcfyrhkRvglayh,Spinach mutton (Palak mutton),80.32,5.74,0,0,0,0,0,0,0,0,100 g,210,,,
680534f0d035d501d3d0fbd3,https://drive.google.com/uc?id=1_WF59O-_zgqZfOjaf3C8a1lXru3SUJmJ,Pea keema curry (Matar keema ki sabzi),133,8.43,0,0,0,0,0,0,0,0,100 g,211,,,
680534f0d035d501d3d0fbd4,https://drive.google.com/uc?id=1v1KeQP-TLFhzVXb4G7jCDlJQg-TDdVOV,Keema kofta curry,154.45,9.77,0,0,0,0,0,0,0,0,100 g,212,,,
680534f0d035d501d3d0fbd5,https://drive.google.com/uc?id=1Pywmn-oa0mAHQb0GfXLmnMtTZjIqDWnQ,Kashmiri mutton koftas (Gushtaba),97.42,6.33,0,0,0,0,0,0,0,0,100 g,213,,,
680534f0d035d501d3d0fbd6,https://drive.google.com/uc?id=1K44tEX4cJPdcjeT3-56HzTFoIzKaLFaV,Mutton yakhni,104.13,8.27,0,0,0,0,0,0,0,0,100 g,214,,,
680534f0d035d501d3d0fbd7,https://drive.google.com/uc?id=1I_3SYDIx5Xj-y5TquE52AmDPn_Fn9ukK,Chicken yakhni,99,10.66,0,0,0,0,0,0,0,0,100 g,215,,,
680534f0d035d501d3d0fbd8,https://drive.google.com/uc?id=1FeLnepmpdrrr7Y_M4gssFF1aGynV6voa,Mutton do piaza,183.3,9.39,0,0,0,0,0,0,0,0,100 g,216,,,
680534f0d035d501d3d0fbd9,https://drive.google.com/uc?id=16IW2ZbhdqipoYafUsu8ik9y5pZScRQP4,Mutton chops,663.64,4.03,0,0,0,0,0,0,0,0,100 g,217,,,
680534f0d035d501d3d0fbda,https://drive.google.com/uc?id=1YoQLIXQ_WbJfLT7EudMIojwMDidLZhHA,Shammi kebab,685.69,4.52,0,0,0,0,0,0,0,0,100 g,218,,,
680534f0d035d501d3d0fbdb,https://drive.google.com/uc?id=1n6JUe23WltaZ_8fHyLYVzUf8bOjbMnwq,Scotch egg,676.89,4.05,0,0,0,0,0,0,0,0,100 g,219,,,
680534f0d035d501d3d0fbdc,https://drive.google.com/uc?id=1j3uBZ7UTImywoHtV7YcWflGgYXYD-rz8,Shepherd's pie (with minced meat),142.78,7.45,0,0,0,0,0,0,0,0,100 g,220,,,
680534f0d035d501d3d0fbdd,https://drive.google.com/uc?id=1dLM5kxrNuJoSgv7UfGXiy40arwtzZNVX,Chicken curry,129.22,11.79,0,0,0,0,0,0,0,0,100 g,221,,,
680534f0d035d501d3d0fbde,https://drive.google.com/uc?id=1KIpMn-Lt5wK0ujo1eFYJw7A9xYR0mte_,Tandoori chicken,145.2,16.26,0,0,0,0,0,0,0,0,100 g,222,,,
680534f0d035d501d3d0fbdf,https://drive.google.com/uc?id=1Kn9k2TOUu2l10utYoUgZRJPwK2N-UVAP,Butter chicken,137,10.92,0,0,0,0,0,0,0,0,100 g,223,,,
680534f0d035d501d3d0fbe0,https://drive.google.com/uc?id=1mSG8jcPahorHqUBDFFkB_APfCX0Ghlxm,Chicken kebab,729.41,3.71,0,0,0,0,0,0,0,0,100 g,224,,,
680534f0d035d501d3d0fbe1,https://drive.google.com/uc?id=1oQod-tX0ZvybCecAJcgy4jadeIgzWgJR,Chilli chicken,198.83,9.57,0,0,0,0,0,0,0,0,100 g,225,,,
680534f0d035d501d3d0fbe2,https://drive.google.com/uc?id=1iST0k6VvNuXf6scsOiZdINHlva0IAvUM,Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),125.03,11.48,0,0,0,0,0,0,0,0,100 g,226,,,
680534f0d035d501d3d0fbe3,https://drive.google.com/uc?id=1FOJqZed58wmv9tenE0lsrs16mUb9w_GR,Fish curry (Machli curry),111.13,8.76,0,0,0,0,0,0,0,0,100 g,227,,,
680534f0d035d501d3d0fbe4,https://drive.google.com/uc?id=13w1_vuKnmAgXiqBOuMPY0TcM1d77mX66,Fried fish (Indian style) (Tali hui machli),658.54,4.35,0,0,0,0,0,0,0,0,100 g,228,,,
680534f0d035d501d3d0fbe5,https://drive.google.com/uc?id=1m5NSXzRZiXHPjwJqXmYbphfKtVZdNIEz,Fried fish and Chips (English Style) (Tali hui machli aur chips),651.75,3.36,0,0,0,0,0,0,0,0,100 g,229,,,
680534f0d035d501d3d0fbe6,https://drive.google.com/uc?id=1pv-eAyIUY9YjG-EhRS0JmlosqfpdG8jZ,Tomato fish,489.79,2.39,0,0,0,0,0,0,0,0,100 g,230,,,
680534f0d035d501d3d0fbe7,https://drive.google.com/uc?id=1pr7_vpm3W83F9muBKcZMlGXL6ssLbAzI,Baked fish with cheese sauce,113.96,8.64,0,0,0,0,0,0,0,0,100 g,231,,,
680534f0d035d501d3d0fbe8,https://drive.google.com/uc?id=1wBOzQoUiuvy7TTcr-uT-YDwvOBIpV9ir,Fish tikka,117.33,16,0,0,0,0,0,0,0,0,100 g,232,,,
680534f0d035d501d3d0fbe9,https://drive.google.com/uc?id=19he0ACaZKq0x9NGg9mBQDO5R0NhHDoAL,Tandoori fish,95.98,11.19,0,0,0,0,0,0,0,0,100 g,233,,,
680534f0d035d501d3d0fbea,https://drive.google.com/uc?id=1SJB0nqQWhtm19o6f9bLHT0tf6KcYp9yb,"Paneer, apple and pineapple salad",95.08,3.88,0,0,0,0,0,0,0,0,280 g,234,,,
680534f0d035d501d3d0fbeb,https://drive.google.com/uc?id=1Z4jS5DTvaiqsgWUxfRNz-AboR8d5TKhv,Russian salad,114.83,4.26,0,0,0,0,0,0,0,0,280 g,235,,,
680534f0d035d501d3d0fbec,https://drive.google.com/uc?id=1Pw7VGvPl0uGED9feSrbjOUEmSpGdXMFD,Pasta salad,190.36,4.15,0,0,0,0,0,0,0,0,280 g,236,,,
680534f0d035d501d3d0fbed,https://drive.google.com/uc?id=1c9gXEwFkM-RzSCNahB0pXz38OYH9Qkoa,Deviled egg,98.56,4.97,0,0,0,0,0,0,0,0,100 g,237,,,
680534f0d035d501d3d0fbee,https://drive.google.com/uc?id=16e1F6wY_yvysw6IlUY4B-l5bcBnCpQ2N,Hawain salad,175.23,4.27,0,0,0,0,0,0,0,0,280 g,238,,,
680534f0d035d501d3d0fbef,https://drive.google.com/uc?id=1St8OTeuqp3Re0Jm0F46fPYULWT2jlL_F,Mixed pulse and vegetable salad,83.12,4.74,0,0,0,0,0,0,0,0,280 g,239,,,
680534f0d035d501d3d0fbf0,https://drive.google.com/uc?id=13fEaINjyK--JM4MYFUMuO_kh6V0H8Nqs,Sprouted moong salad,37.81,2.29,0,0,0,0,0,0,0,0,280 g,240,,,
680534f0d035d501d3d0fbf1,https://drive.google.com/uc?id=1HwBu8vULZd9grVdG0PS_qtByroJmhMAu,Tossed salad,62.96,1.02,0,0,0,0,0,0,0,0,280 g,241,,,
680534f0d035d501d3d0fbf2,https://drive.google.com/uc?id=1yR0MWFlw0rZ822Lgb-jI9c11nR5cXY8w,Mixed vegetable salad with curd sauce,60.28,4.23,0,0,0,0,0,0,0,0,280 g,242,,,
680534f0d035d501d3d0fbf3,https://drive.google.com/uc?id=1J3p42Ei7VDOAH7ValfaVnIhiSu141nxc,Potato salad (Aloo ka salaad),89.91,1.4,0,0,0,0,0,0,0,0,280 g,243,,,
680534f0d035d501d3d0fbf4,https://drive.google.com/uc?id=1nnV4gh0Nn0XUyQIq5o8H_dJkfV3Am_Bd,Waldroff salad,141.75,1.47,0,0,0,0,0,0,0,0,280 g,244,,,
680534f0d035d501d3d0fbf5,https://drive.google.com/uc?id=17XsGeElBNWf0SJMqniCJMGeQbZCY_utY,Coleslaw,76.71,1.24,0,0,0,0,0,0,0,0,100 g,245,,,
680534f0d035d501d3d0fbf6,https://drive.google.com/uc?id=1n9tTGv2fl12M9L0b2CqzQd2dq5B1T13h,Fruit salad (Phalon ka salaad),78.14,0.91,0,0,0,0,0,0,0,0,280 g,246,,,
680534f0d035d501d3d0fbf7,https://drive.google.com/uc?id=1cSU_oHw9vfQvZ3odQlXaJe3JdIEtICr9,Tomato onion raita (Tamatar aur pyaaz ka raita),59,3.74,0,0,0,0,0,0,0,0,100 g,247,,,
680534f0d035d501d3d0fbf8,https://drive.google.com/uc?id=1txJInus89W7FWYaphMoFRstPgE9nZlJI,Peanut raita (Mungfali ka raita),150.39,8.59,0,0,0,0,0,0,0,0,100 g,248,,,
