_id,DishName,Calories,Protein,Carbohydrates,Fat,Fiber,Sodium,Iron,Calcium,Sugar,__v,nutritionId,selected,type,time
680534f0d035d501d3d0fbff,Boondi raita,687.72,2.19,0,,,,,,,0,255,,,
680534f0d035d501d3d0fc00,Sweet raita (Meetha raita),99.24,3.24,0,,,,,,,0,256,,,
680534f0d035d501d3d0fc01,Dahi vadas/Dahi bhalla,667.73,2.96,0,,,,,,,0,257,,,
680534f0d035d501d3d0fc02,Gunjia,667.34,2.98,0,,,,,,,0,258,,,
680534f0d035d501d3d0fc03,Saunth/Sonth chutney with tamarind/imli,141.53,1.01,0,,,,,,,0,259,,,
680534f0d035d501d3d0fc04,Rice kheer (Chawal ki kheer),75.03,2.3,0,,,,,,,0,260,,,
680534f0d035d501d3d0fc05,Makhana kheer,107.85,3.31,0,,,,,,,0,261,,,
680534f0d035d501d3d0fc06,Vermicelli kheer (Semiya/Seviyan ki kheer),120.07,3.35,0,,,,,,,0,262,,,
680534f0d035d501d3d0fc07,Semolina kheer (Suji/Rava kheer),113.21,3.43,0,,,,,,,0,263,,,
680534f0d035d501d3d0fc08,Paneer kheer,105.31,4.53,0,,,,,,,0,264,,,
680534f0d035d501d3d0fc09,Cabbage kheer (Pattagobhi ki kheer),83.51,2.87,0,,,,,,,0,265,,,
680534f0d035d501d3d0fc0a,Carrot kheer (Gajar ki kheer),85.35,2.81,0,,,,,,,0,266,,,
680534f0d035d501d3d0fc0b,Cauliflower kheer (Phoolgobhi ki kheer),81.95,3.04,0,,,,,,,0,267,,,
680534f0d035d501d3d0fc0c,Moong dal kheer,77.16,2.95,0,,,,,,,0,268,,,
680534f0d035d501d3d0fc0d,Phirni,116.12,3.49,0,,,,,,,0,269,,,
680534f0d035d501d3d0fc0e,Semolina halwa (Suji ka halwa),225.65,2.16,0,,,,,,,0,270,,,
680534f0d035d501d3d0fc0f,Shahi suji halwa,382.34,3.48,0,,,,,,,0,271,,,
680534f0d035d501d3d0fc10,Carrot halwa (Gajar ka halwa),172.64,3.11,0,,,,,,,0,272,,,
680534f0d035d501d3d0fc11,Egg halwa (Ande ka halwa),299.74,7.85,0,,,,,,,0,273,,,
680534f0d035d501d3d0fc12,Potato halwa (Aloo ka halwa),151.66,1.53,0,,,,,,,0,274,,,
680534f0d035d501d3d0fc13,Pumpkin halwa (Kaddu ka halwa),190.27,1.33,0,,,,,,,0,275,,,
680534f0d035d501d3d0fc14,Moong dal halwa,349.8,8.35,0,,,,,,,0,276,,,
680534f0d035d501d3d0fc15,Caramel custard (steamed),121.58,4.97,0,,,,,,,0,277,,,
680534f0d035d501d3d0fc16,Baked custard,106.53,5.41,0,,,,,,,0,278,,,
680534f0d035d501d3d0fc17,Soft Custard (stirred),109.18,5.01,0,,,,,,,0,279,,,
680534f0d035d501d3d0fc18,Chocolate ice cream,177.7,4.47,0,,,,,,,0,280,,,
680534f0d035d501d3d0fc19,Mango ice cream,125.69,3.4,0,,,,,,,0,281,,,
680534f0d035d501d3d0fc1a,Fruit Ice cream (Phalon ka Ice cream),171.46,4.37,0,,,,,,,0,282,,,
680534f0d035d501d3d0fc1b,Caramel ice cream,173.52,4.31,0,,,,,,,0,283,,,
680534f0d035d501d3d0fc1c,Lemon souffle,168.51,6.95,0,,,,,,,0,284,,,
680534f0d035d501d3d0fc1d,Orange souffle,168.28,6.8,0,,,,,,,0,285,,,
680534f0d035d501d3d0fc1e,Vanilla souffle,187.85,7.71,0,,,,,,,0,286,,,
680534f0d035d501d3d0fc1f,Chocolate souffle,189.32,7.88,0,,,,,,,0,287,,,
680534f0d035d501d3d0fc20,Pineapple souffle ,196.14,8.06,0,,,,,,,0,288,,,
680534f0d035d501d3d0fc21,Apple mousse,106.92,4.21,0,,,,,,,0,289,,,
680534f0d035d501d3d0fc22,Rich chocolate mousse,188.26,7.96,0,,,,,,,0,290,,,
680534f0d035d501d3d0fc23,Mango mousse,124.98,3.21,0,,,,,,,0,291,,,
680534f0d035d501d3d0fc24,Orange and pineapple cream,101.18,1.44,0,,,,,,,0,292,,,
680534f0d035d501d3d0fc25,Charlotte rousse,188.29,3.95,0,,,,,,,0,293,,,
680534f0d035d501d3d0fc26,Triffle pudding,116.97,2.93,0,,,,,,,0,294,,,
680534f0d035d501d3d0fc27,Snow flakes pudding,95.21,4.67,0,,,,,,,0,295,,,
680534f0d035d501d3d0fc28,Kulfi,98.43,3.21,0,,,,,,,0,296,,,
680534f0d035d501d3d0fc29,Steamed orange pudding,278.03,2.34,0,,,,,,,0,297,,,
680534f0d035d501d3d0fc2a,Meringue and rice pudding,112.93,4.84,0,,,,,,,0,298,,,
680534f0d035d501d3d0fc2b,Cheese pudding,285.01,11.29,0,,,,,,,0,299,,,
680534f0d035d501d3d0fc2c,Chocolate pudding,211.96,3.55,0,,,,,,,0,300,,,
680534f0d035d501d3d0fc2d,Bread and butter pudding ,167.94,5.59,0,,,,,,,0,301,,,
680534f0d035d501d3d0fc2e,Queen of pudding,132.92,5.51,0,,,,,,,0,302,,,
680534f0d035d501d3d0fc2f,Pineapple upside down pudding,257.73,3.15,0,,,,,,,0,303,,,
680534f0d035d501d3d0fc30,Date and nut pie,322.42,3.93,0,,,,,,,0,304,,,
680534f0d035d501d3d0fc31,Stewed apple with custard,92.87,1.27,0,,,,,,,0,305,,,
680534f0d035d501d3d0fc32,Apple snowballs,101.51,0.86,0,,,,,,,0,306,,,
680534f0d035d501d3d0fc33,Hot orange souffle,179.97,6.87,0,,,,,,,0,307,,,
680534f0d035d501d3d0fc34,Hot chocolate souffle,226.09,6.7,0,,,,,,,0,308,,,
680534f0d035d501d3d0fc35,Hot vanilla souffle,192.93,6.87,0,,,,,,,0,309,,,
680534f0d035d501d3d0fc36,Plain burfi (Burfi),408.32,9.82,0,,,,,,,0,310,,,
680534f0d035d501d3d0fc37,Coconut burfi (Nariyal ki burfi),467.64,8.81,0,,,,,,,0,311,,,
680534f0d035d501d3d0fc38,Bottle gourd burfi (Ghiya/Lauki burfi),275.96,5.86,0,,,,,,,0,312,,,
680534f0d035d501d3d0fc39,Chocolate burfi,339.33,13,0,,,,,,,0,313,,,
680534f0d035d501d3d0fc3a,Cashewnut burfi (Kaju burfi/Kaju katli),421.74,5.48,0,,,,,,,0,314,,,
680534f0d035d501d3d0fc3b,Gram flour burfi (Besan burfi),421.79,11.19,0,,,,,,,0,315,,,
680534f0d035d501d3d0fc3c,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),428.71,6.71,0,,,,,,,0,316,,,
680534f0d035d501d3d0fc3d,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),464.43,5.68,0,,,,,,,0,317,,,
680534f0d035d501d3d0fc3e,Gram flour ladoo (Besan ladoo),476.91,8.93,0,,,,,,,0,318,,,
680534f0d035d501d3d0fc3f,Sesame ladoo (Til ke ladoo),396.96,10.7,0,,,,,,,0,319,,,
680534f0d035d501d3d0fc40,Chenna murki,252.69,10.46,0,,,,,,,0,320,,,
680534f0d035d501d3d0fc41,Milk cake,127.41,3.01,0,,,,,,,0,321,,,
680534f0d035d501d3d0fc42,Ghujia/Lavang latika,768.98,1.86,0,,,,,,,0,322,,,
680534f0d035d501d3d0fc43,Gulab Jamun with khoya,586.06,2.03,0,,,,,,,0,323,,,
680534f0d035d501d3d0fc44,Mal pua,566.68,1.71,0,,,,,,,0,324,,,
680534f0d035d501d3d0fc45,Shahi tukre,189.81,2.76,0,,,,,,,0,325,,,
680534f0d035d501d3d0fc46,Potato pakora/pakoda (Aloo pakoda),677.19,1.9,0,,,,,,,0,326,,,
680534f0d035d501d3d0fc47,Onion pakora/pakoda (Pyaaz ke pakode),674.61,1.9,0,,,,,,,0,327,,,
680534f0d035d501d3d0fc48,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),671.63,1.98,0,,,,,,,0,328,,,
680534f0d035d501d3d0fc49,Mixed vegetable pakora/pakoda,673.81,1.94,0,,,,,,,0,329,,,
680534f0d035d501d3d0fc4a,Spinach pakora/pakoda (Palak pakoda),712.62,1.96,0,,,,,,,0,330,,,
680534f0d035d501d3d0fc4b,Methi pakora/pakoda (Methi ke pakode),713.25,2.06,0,,,,,,,0,331,,,
680534f0d035d501d3d0fc4c,Egg pakora/pakoda (Ande ke pakode),710.51,2.83,0,,,,,,,0,332,,,
680534f0d035d501d3d0fc4d,Bread pakora/pakoda,710.99,2.57,0,,,,,,,0,333,,,
680534f0d035d501d3d0fc4e,Paneer pakora/pakoda,718.12,3.27,0,,,,,,,0,334,,,
680534f0d035d501d3d0fc4f,Potato bonda (Aloo bonda),632.84,1.09,0,,,,,,,0,335,,,
680534f0d035d501d3d0fc50,Potato samosa (Aloo ka samosa),577.39,1.71,0,,,,,,,0,336,,,
680534f0d035d501d3d0fc51,Minced meat samosa (Keema ka samosa),620.99,4.43,0,,,,,,,0,337,,,
680534f0d035d501d3d0fc52,Paneer and pea samosa (Paneer matar ka samosa),623.81,4.02,0,,,,,,,0,338,,,
680534f0d035d501d3d0fc53,Mathri,805.12,1.75,0,,,,,,,0,339,,,
680534f0d035d501d3d0fc54,Khasta kachori,712.73,2.51,0,,,,,,,0,340,,,
680534f0d035d501d3d0fc55,Vegetable cutlet,665.45,1.25,0,,,,,,,0,341,,,
680534f0d035d501d3d0fc56,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),701.71,1.76,0,,,,,,,0,342,,,
680534f0d035d501d3d0fc57,Peanut cutlet (Mungfali ke cutlet),698.77,2.63,0,,,,,,,0,343,,,
680534f0d035d501d3d0fc58,Fish cutlet (Machli ka cutlet),654.64,2.77,0,,,,,,,0,344,,,
680534f0d035d501d3d0fc59,Paneer potato cutlet (Paneer aloo cutlet),672.94,2.47,0,,,,,,,0,345,,,
680534f0d035d501d3d0fc5a,Spinach chickpeas cutlet (Palak channa dal cutlet),688.03,1.44,0,,,,,,,0,346,,,
680534f0d035d501d3d0fc5b,Cheese toast,785.37,1.98,0,,,,,,,0,347,,,
680534f0d035d501d3d0fc5c,Vegetable burger,519.93,3.26,0,,,,,,,0,348,,,
680534f0d035d501d3d0fc5d,Cheese pizza,249.5,5.79,0,,,,,,,0,349,,,
680534f0d035d501d3d0fc5e,Vegetable seekh kebab,690.73,1.57,0,,,,,,,0,350,,,
680534f0d035d501d3d0fc5f,Masala vada,826.02,1.69,0,,,,,,,0,351,,,
680534f0d035d501d3d0fc60,Peanut sago vada (Sabudana mungfali vada),749.89,1.01,0,,,,,,,0,352,,,
680534f0d035d501d3d0fc61,Vegeterian scotch egg,681.67,2.16,0,,,,,,,0,353,,,
680534f0d035d501d3d0fc62,Paneer shaslik/tikka,93.85,5.11,0,,,,,,,0,354,,,
680534f0d035d501d3d0fc63,Peanut brittle (Moongfali ki chikki),320.46,6.94,0,,,,,,,0,355,,,
680534f0d035d501d3d0fc64,Spring roll,623.87,1.81,0,,,,,,,0,356,,,
680534f0d035d501d3d0fc65,Dry mango chutney (Sookhe aam ki chutney),298.13,2.43,0,,,,,,,0,357,,,
680534f0d035d501d3d0fc66,Peanut chutney (Mungfali ki chutney),258.37,11.8,0,,,,,,,0,358,,,
680534f0d035d501d3d0fc67,Coconut chutney (Nariyal ki chutney),265.92,3.59,0,,,,,,,0,359,,,
680534f0d035d501d3d0fc68,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),102.6,2.81,0,,,,,,,0,360,,,
680534f0d035d501d3d0fc69,Custard tart,225.6,3.72,0,,,,,,,0,361,,,
680534f0d035d501d3d0fc6a,Lemon tart,303.35,6.12,0,,,,,,,0,362,,,
680534f0d035d501d3d0fc6b,Jam tart,360.72,4.42,0,,,,,,,0,363,,,
680534f0d035d501d3d0fc6c,Orange cream tart,197.16,2.58,0,,,,,,,0,364,,,
680534f0d035d501d3d0fc6d,Pineapple tart,195.4,2.29,0,,,,,,,0,365,,,
680534f0d035d501d3d0fc6e,Cheese and mushroom tart,246.1,5.51,0,,,,,,,0,366,,,
680534f0d035d501d3d0fc6f,Cottage cheese pie,238.98,7.45,0,,,,,,,0,367,,,
680534f0d035d501d3d0fc70,Minced meat pie,221.55,7.38,0,,,,,,,0,368,,,
680534f0d035d501d3d0fc71,Apple cinnamon pie,258.73,3.35,0,,,,,,,0,369,,,
680534f0d035d501d3d0fc72,Lemon meringue pie,224.43,3.88,0,,,,,,,0,370,,,
680534f0d035d501d3d0fc73,Chocolate meringue pie,214.76,4.98,0,,,,,,,0,371,,,
680534f0d035d501d3d0fc74,Cream puffs,221.33,4.7,0,,,,,,,0,372,,,
680534f0d035d501d3d0fc75,Chocolate eclairs,239.42,4.24,0,,,,,,,0,373,,,
680534f0d035d501d3d0fc76,Cheese balls,681.28,2.21,0,,,,,,,0,374,,,
680534f0d035d501d3d0fc77,Minced meat patties,265.72,6.88,0,,,,,,,0,375,,,
680534f0d035d501d3d0fc78,Cheese patties,324.01,7.38,0,,,,,,,0,376,,,
680534f0d035d501d3d0fc79,Hot cheese souffle,177.1,9.18,0,,,,,,,0,377,,,
680534f0d035d501d3d0fc7a,Hot potato souffle,125.64,5.51,0,,,,,,,0,378,,,
680534f0d035d501d3d0fc7b,Hot fish souffle,142.92,11.23,0,,,,,,,0,379,,,
680534f0d035d501d3d0fc7c,Hot spinach souffle,104.25,5.43,0,,,,,,,0,380,,,
680534f0d035d501d3d0fc7d,Plain cream cake,353.94,6.18,0,,,,,,,0,381,,,
680534f0d035d501d3d0fc7e,Apple cake (Seb ka cake),290.08,4.94,0,,,,,,,0,382,,,
680534f0d035d501d3d0fc7f,Marble cake,354.11,6.3,0,,,,,,,0,383,,,
680534f0d035d501d3d0fc80,Chocolate cake,335.61,6.01,0,,,,,,,0,384,,,
680534f0d035d501d3d0fc81,Orange cake,357.61,6.1,0,,,,,,,0,385,,,
680534f0d035d501d3d0fc82,Fruit Loaf ,324.19,5.36,0,,,,,,,0,386,,,
680534f0d035d501d3d0fc83,Banana cake (Kele ka cake),389.51,5.77,0,,,,,,,0,387,,,
680534f0d035d501d3d0fc84,Chocolate chiffon cake,311.71,5.76,0,,,,,,,0,388,,,
680534f0d035d501d3d0fc85,Christmas cake,372.95,5.49,0,,,,,,,0,389,,,
680534f0d035d501d3d0fc86,Strawberry and vanilla cake with butter icing,370.54,3.89,0,,,,,,,0,390,,,
680534f0d035d501d3d0fc87,Eggless cake,318.08,8.12,0,,,,,,,0,391,,,
680534f0d035d501d3d0fc88,Swiss roll,251.87,7.3,0,,,,,,,0,392,,,
680534f0d035d501d3d0fc89,Pineapple pastry ,208.21,6.06,0,,,,,,,0,393,,,
680534f0d035d501d3d0fc8a,Black forest pastry,233.55,6.09,0,,,,,,,0,394,,,
680534f0d035d501d3d0fc8b,Coconut finger,274.86,7.09,0,,,,,,,0,395,,,
680534f0d035d501d3d0fc8c,Pineapple cake ,195.57,5.01,0,,,,,,,0,396,,,
680534f0d035d501d3d0fc8d,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),424.8,6.56,0,,,,,,,0,397,,,
680534f0d035d501d3d0fc8e,Chocolate chip cookies,425.29,5.79,0,,,,,,,0,398,,,
680534f0d035d501d3d0fc8f,Sweet plain biscuit,380.76,5.86,0,,,,,,,0,399,,,
680534f0d035d501d3d0fc90,Chocolate biscuit,379.76,5.88,0,,,,,,,0,400,,,
680534f0d035d501d3d0fc91,Coconut biscuit (Nariyal ke biscuit),434.98,5.78,0,,,,,,,0,401,,,
680534f0d035d501d3d0fc92,Sweet and salty biscuit (Meethay aur namkeen biscuit),407.96,6.15,0,,,,,,,0,402,,,
680534f0d035d501d3d0fc93,Peanut biscuit,401.05,8.45,0,,,,,,,0,403,,,
680534f0d035d501d3d0fc94,Pin wheel biscuit,404.6,5.4,0,,,,,,,0,404,,,
680534f0d035d501d3d0fc95,Saffron biscuit (Kesar biscuit),458.61,6.05,0,,,,,,,0,405,,,
680534f0d035d501d3d0fc96,Masala biscuit,393.64,6.06,0,,,,,,,0,406,,,
680534f0d035d501d3d0fc97,Ice box cookies,374.24,5.7,0,,,,,,,0,407,,,
680534f0d035d501d3d0fc98,Ginger bread man,365,6.61,0,,,,,,,0,408,,,
680534f0d035d501d3d0fc99,Danish cookies,475.33,5.33,0,,,,,,,0,409,,,
680534f0d035d501d3d0fc9a,Short bread cookies,443.09,6.03,0,,,,,,,0,410,,,
680534f0d035d501d3d0fc9b,Coffee biscuit,416.57,6.9,0,,,,,,,0,411,,,
680534f0d035d501d3d0fc9c,Melting moments,437.91,5.71,0,,,,,,,0,412,,,
680534f0d035d501d3d0fc9d,Ginger biscuit (Adarak ke biscuit),417.91,5.98,0,,,,,,,0,413,,,
680534f0d035d501d3d0fc9e,Soyabean muthias,839.33,2.46,0,,,,,,,0,414,,,
680534f0d035d501d3d0fc9f,Soyabean tikki,698.17,3.53,0,,,,,,,0,415,,,
680534f0d035d501d3d0fca0,Soyabean namak paras,838.46,2.65,0,,,,,,,0,416,,,
680534f0d035d501d3d0fca1,Peanut burfi (Moongfali ki burfi),550.99,9.31,0,,,,,,,0,417,,,
680534f0d035d501d3d0fca2,Spinach peanut namak paras (Palak moongfali namak paras),740.16,1.65,0,,,,,,,0,418,,,
680534f0d035d501d3d0fca3,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),758.89,2.08,0,,,,,,,0,419,,,
680534f0d035d501d3d0fca4,Rice moong dal cheela (Chawal aur moong dal ka cheela),798.26,2.74,0,,,,,,,0,420,,,
680534f0d035d501d3d0fca5,Split bengal gram sweet rice (Channa dal sweet rice),190.21,4.15,0,,,,,,,0,421,,,
680534f0d035d501d3d0fca6,Sweet poori (Meethi poori),782.75,2.12,0,,,,,,,0,422,,,
680534f0d035d501d3d0fca7,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),441.08,9.84,0,,,,,,,0,423,,,
680534f0d035d501d3d0fca8,Spinach burfi (Palak burfi),121.17,2.71,0,,,,,,,0,424,,,
680534f0d035d501d3d0fca9,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),366.59,9.51,0,,,,,,,0,425,,,
680534f0d035d501d3d0fcaa,Sprouted moong daliya ,111.56,2.81,0,,,,,,,0,426,,,
680534f0d035d501d3d0fcab,Sprouted moong poha ,192.6,5.59,0,,,,,,,0,427,,,
680534f0d035d501d3d0fcac,Pearl millet ladoo (Bajra ladoo),319.66,9.61,0,,,,,,,0,428,,,
680534f0d035d501d3d0fcad,Paushtik ladoo,485.87,7.65,0,,,,,,,0,429,,,
680534f0d035d501d3d0fcae,Paushtik roti,149.26,7.17,0,,,,,,,0,430,,,
680534f0d035d501d3d0fcaf,Semolina carrot vada (Suji gajar vada),699.53,1.56,0,,,,,,,0,431,,,
680534f0d035d501d3d0fcb0,Dhokla,216.49,13.45,0,,,,,,,0,432,,,
680534f0d035d501d3d0fcb1,Kashmiri tea (Kehwa),24.9,0.17,0,,,,,,,0,433,,,
680534f0d035d501d3d0fcb2,Steeped hot coffee,15.91,0.39,0,,,,,,,0,434,,,
680534f0d035d501d3d0fcb3,Hot chocolate,90.01,3.43,0,,,,,,,0,435,,,
680534f0d035d501d3d0fcb4,Cold coffee (with cream),82.76,1.93,0,,,,,,,0,436,,,
680534f0d035d501d3d0fcb5,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),76.45,2.01,0,,,,,,,0,437,,,
680534f0d035d501d3d0fcb6,Flavoured milkshake,66.78,2.06,0,,,,,,,0,438,,,
680534f0d035d501d3d0fcb7,Jal jeera,30.24,0.44,0,,,,,,,0,439,,,
680534f0d035d501d3d0fcb8,Gingo,48.02,0.14,0,,,,,,,0,440,,,
680534f0d035d501d3d0fcb9,Mintade,40.32,0.03,0,,,,,,,0,441,,,
680534f0d035d501d3d0fcba,Canjee,6.61,0.24,0,,,,,,,0,442,,,
680534f0d035d501d3d0fcbb,Cauliflower canjee (Phoolgobhi ki canjee),6.9,0.39,0,,,,,,,0,443,,,
680534f0d035d501d3d0fcbc,Potato canjee (Aloo canjee),16.26,0.44,0,,,,,,,0,444,,,
680534f0d035d501d3d0fcbd,Vermicelli porridge (Semiya/Seviyan porridge),78.4,2.5,0,,,,,,,0,445,,,
680534f0d035d501d3d0fcbe,Semolina upma (Suji/Rava upma),147.89,3.3,0,,,,,,,0,446,,,
680534f0d035d501d3d0fcbf,Vermicelli upma (Semiya/Seviyan upma),149.11,3.11,0,,,,,,,0,447,,,
680534f0d035d501d3d0fcc0,Rice upma,151.27,2.63,0,,,,,,,0,448,,,
680534f0d035d501d3d0fcc1,Bread upma,129.51,2.8,0,,,,,,,0,449,,,
680534f0d035d501d3d0fcc2,Vegetable upma,146.47,4.73,0,,,,,,,0,450,,,
680534f0d035d501d3d0fcc3,Poha,294.53,6.09,0,,,,,,,0,451,,,
680534f0d035d501d3d0fcc4,Vegetable poha,180.52,4.89,0,,,,,,,0,452,,,
680534f0d035d501d3d0fcc5,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),154.89,6.97,0,,,,,,,0,453,,,
680534f0d035d501d3d0fcc6,Paneer stuffed cheela/chilla,205.19,11.44,0,,,,,,,0,454,,,
680534f0d035d501d3d0fcc7,Indian style egg bhujia (Anda bhujia (Indian style)),102.83,6.1,0,,,,,,,0,455,,,
680534f0d035d501d3d0fcc8,French omelette/omlet,211.04,10.03,0,,,,,,,0,456,,,
680534f0d035d501d3d0fcc9,Puffy omelette/omlet,188.15,8.82,0,,,,,,,0,457,,,
680534f0d035d501d3d0fcca,Orange omelette/omlet,194.66,8.93,0,,,,,,,0,458,,,
680534f0d035d501d3d0fccb,Cheese and mushroom omelette/omlet,205.63,9.69,0,,,,,,,0,459,,,
680534f0d035d501d3d0fccc,Spanish omelette/omlet,157.45,8.25,0,,,,,,,0,460,,,
680534f0d035d501d3d0fccd,Mixed stock,25.19,2.06,0,,,,,,,0,461,,,
680534f0d035d501d3d0fcce,Meat stock,24.48,2.1,0,,,,,,,0,462,,,
680534f0d035d501d3d0fccf,White stock,6.99,0.07,0,,,,,,,0,463,,,
680534f0d035d501d3d0fcd0,Meat consomme (with mutton),29.76,14.86,0,,,,,,,0,464,,,
680534f0d035d501d3d0fcd1,Consomme au julienne,27.76,12.49,0,,,,,,,0,465,,,
680534f0d035d501d3d0fcd2,Consomme au vermicelli,29.94,15.23,0,,,,,,,0,466,,,
680534f0d035d501d3d0fcd3,Green pea soup (Matar ka soup),39.81,11.06,0,,,,,,,0,467,,,
680534f0d035d501d3d0fcd4,Spinach soup (Palak ka soup),32.59,10.54,0,,,,,,,0,468,,,
680534f0d035d501d3d0fcd5,Mixed vegetable soup,35.71,8.22,0,,,,,,,0,469,,,
680534f0d035d501d3d0fcd6,Cheese soup,41.13,12.39,0,,,,,,,0,470,,,
680534f0d035d501d3d0fcd7,Mulligatawny soup,54.42,11.26,0,,,,,,,0,471,,,
680534f0d035d501d3d0fcd8,Cream of carrot soup,59.77,8.27,0,,,,,,,0,472,,,
680534f0d035d501d3d0fcd9,Cream of broccoli soup,56.14,8.97,0,,,,,,,0,473,,,
680534f0d035d501d3d0fcda,Cream of potato soup,60.2,8.1,0,,,,,,,0,474,,,
680534f0d035d501d3d0fcdb,Almond soup (Badam ka soup),78.65,10.13,0,,,,,,,0,475,,,
680534f0d035d501d3d0fcdc,Cold cucumber cream soup ,11.88,0.34,0,,,,,,,0,476,,,
680534f0d035d501d3d0fcdd,Cold tomato soup,16.9,0.11,0,,,,,,,0,477,,,
680534f0d035d501d3d0fcde,Chicken stew,127.55,7.19,0,,,,,,,0,478,,,
680534f0d035d501d3d0fcdf,Veg paneer stew,145.55,6.98,0,,,,,,,0,479,,,
680534f0d035d501d3d0fce0,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),191.27,4.37,0,,,,,,,0,480,,,
680534f0d035d501d3d0fce1,Methi parantha/paratha,148.36,4.27,0,,,,,,,0,481,,,
680534f0d035d501d3d0fce2,Bathua poori,598.79,2.35,0,,,,,,,0,482,,,
680534f0d035d501d3d0fce3,Gram flour poori (Besan poori),697.66,2.59,0,,,,,,,0,483,,,
680534f0d035d501d3d0fce4,Beetroot poori (Chukandar ki poori),527.66,1.91,0,,,,,,,0,484,,,
680534f0d035d501d3d0fce5,Peas poori (Matar ki poori),592.83,3.04,0,,,,,,,0,485,,,
680534f0d035d501d3d0fce6,Peas kachori (Matar kachori),584.68,3.21,0,,,,,,,0,486,,,
680534f0d035d501d3d0fce7,Pizza,146.77,6.85,0,,,,,,,0,487,,,
680534f0d035d501d3d0fce8,Bacon and mushroom pancake,157.67,6.82,0,,,,,,,0,488,,,
680534f0d035d501d3d0fce9,Cheese and tomato pancake,147.39,5.15,0,,,,,,,0,489,,,
680534f0d035d501d3d0fcea,Minced meat pancake (with chicken),116.04,12.01,0,,,,,,,0,490,,,
680534f0d035d501d3d0fceb,Eggplant/Brinjal rice (Vangi bhat),184.8,5.28,0,,,,,,,0,491,,,
680534f0d035d501d3d0fcec,Kashmiri 'tahar',98.21,1.95,0,,,,,,,0,492,,,
680534f0d035d501d3d0fced,Cumin pulao (Jeera/Zeera pulao),135.24,2.47,0,,,,,,,0,493,,,
680534f0d035d501d3d0fcee,Peas pulao (Matar pulao),108.87,3.89,0,,,,,,,0,494,,,
680534f0d035d501d3d0fcef,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),116.53,3.6,0,,,,,,,0,495,,,
680534f0d035d501d3d0fcf0,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),125.51,3.44,0,,,,,,,0,496,,,
680534f0d035d501d3d0fcf1,Mutton pulao,130.77,6.52,0,,,,,,,0,497,,,
680534f0d035d501d3d0fcf2,Chicken pulao,108.24,6.07,0,,,,,,,0,498,,,
680534f0d035d501d3d0fcf3,Mexican rice,120.57,4.62,0,,,,,,,0,499,,,
680534f0d035d501d3d0fcf4,Plain khitchdi (Plain khichri/khichdi),57.03,1.72,0,,,,,,,0,500,,,
680534f0d035d501d3d0fcf5,Instant idli (with semolina),247.29,9.16,0,,,,,,,0,501,,,
680534f0d035d501d3d0fcf6,Plain dosa,380.91,10.34,0,,,,,,,0,502,,,
680534f0d035d501d3d0fcf7,Masala dosa mixed vegetable fillings,144.53,4.84,0,,,,,,,0,503,,,
680534f0d035d501d3d0fcf8,Masala dosa paneer fillings,243.12,10.31,0,,,,,,,0,504,,,
680534f0d035d501d3d0fcf9,Uttapam,255.95,6.18,0,,,,,,,0,505,,,
680534f0d035d501d3d0fcfa,Appam,267.7,3.12,0,,,,,,,0,506,,,
680534f0d035d501d3d0fcfb,Beans and macaroni,136.08,4.58,0,,,,,,,0,507,,,
680534f0d035d501d3d0fcfc,Spaghetti bolognese,97.43,9.35,0,,,,,,,0,508,,,
680534f0d035d501d3d0fcfd,Meat and macaroni casserole,161.55,9.15,0,,,,,,,0,509,,,
680534f0d035d501d3d0fcfe,Spaghetti with meat balls and tomato sauce,158.13,5.61,0,,,,,,,0,510,,,
680534f0d035d501d3d0fcff,Spaghetti with paneer balls and tomato sauce,158.54,3.95,0,,,,,,,0,511,,,
680534f0d035d501d3d0fd00,Lasagne with meat sauce,63.38,2.9,0,,,,,,,0,512,,,
680534f0d035d501d3d0fd01,Lasagne with vegetables,49.23,1.71,0,,,,,,,0,513,,,
680534f0d035d501d3d0fd02,Home made egg noodles,240.84,6.55,0,,,,,,,0,514,,,
680534f0d035d501d3d0fd03,Sour lentils (Khatti dal),34.79,2.22,0,,,,,,,0,515,,,
680534f0d035d501d3d0fd04,Urad special dehusked,69.43,3.14,0,,,,,,,0,516,,,
680534f0d035d501d3d0fd05,Arhar with spinach (Arhar dal aur palak),52.84,2.05,0,,,,,,,0,517,,,
680534f0d035d501d3d0fd06,Moong dal with vadi,24.08,0.4,0,,,,,,,0,518,,,
